"Country Name","Country Code","Year","average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)","average_value_Adjusted savings: carbon dioxide damage (% of GNI)","average_value_Adjusted savings: carbon dioxide damage (current US$)","average_value_Adjusted savings: consumption of fixed capital (% of GNI)","average_value_Adjusted savings: consumption of fixed capital (current US$)","average_value_Adjusted savings: education expenditure (% of GNI)","average_value_Adjusted savings: education expenditure (current US$)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: gross savings (% of GNI)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: net forest depletion (% of GNI)","average_value_Adjusted savings: net forest depletion (current US$)","average_value_Adjusted savings: net national savings (% of GNI)","average_value_Adjusted savings: net national savings (current US$)","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Aquaculture production (metric tons)","average_value_Bird species, threatened","average_value_Capture fisheries production (metric tons)","average_value_Coal rents (% of GDP)","average_value_Energy related methane emissions (% of total)","average_value_Fish species, threatened","average_value_Forest rents (% of GDP)","average_value_Mammal species, threatened","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_People practicing open defecation (% of population)","average_value_People using at least basic drinking water services (% of population)","average_value_People using at least basic sanitation services (% of population)","average_value_Plant species (higher), threatened","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total fisheries production (metric tons)","average_value_Total natural resources rents (% of GDP)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Small states","SST","1981","","","1.22003194841484","","10.6488416229666","","4.08851958226209","","12.1464592235819","","","0.263553594029066","","0.0949762799548539","","","","49.6546078434898","75.9437647748937","15826.2895264044","167","","1756581.7890625","0.0405005475241113","37.5718022442011","","0.699113157013735","","","","37371.019842","14040.9656716774","1.17341816903971","0.467242538966252","","20839.485075984","3.63089231720148","756.659262568252","17.1071422719034","","","","","","","","","1756748.7890625","19.4874166844472",""
"Sao Tome and Principe","STP","1997","","","","789409.180246724","","","2.79644531249998","","","0","","","0","","0","","","0","0","0","","","3546","","75","","","","","19.5452238774843","40","30","","","15.8403023198852","10","0","0","","","","","","","","","","3546","",""
"Sint Maarten (Dutch part)","SXM","1968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seychelles","SYC","2018","3.30061270174815","49881277.5077446","1.49779158070327","22635723.7994789","13.5048648564093","204095412.724538","4.53711062755462","68568140.1445623","0","0","13.78942923","0","0","0.0232707161426386","351684.112801272","0.284564371039427","4300545.27546248","","","0","0","13","145614","0","","24","0.124116569609426","6","0.0361027859453036","","90","0","0","0","","0","","0","0","0","96.2508915","100","61","","","0.0513686681320179","42.0940459472333","145614","0.124116569609426",""
"Syrian Arab Republic","SYR","1971","","","0.940074011093697","25241181.1351343","6.41974410407072","172371453.587507","3.4","91290701.42","0.963949949626409","25882255.0103437","","0","0","0","0","","","50.4931859177875","68.4277786356429","1126.461787","10","","2090","0","22.3096767545431","","0.060708525308639","","","","2388.52","532.871091217614","0","0","","1646.2054","4.20951775592523","69.297308612","2.10299185193841","","","","","","","","","2100","2.16370037724705",""
"East Asia & Pacific (IDA & IBRD countries)","TEA","1964","","","","","","","","","","","","","","","","","","","","","1284686","","5752628","","","","","","","","","","","","","","","","","","","","","","","","","7037314","",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1962","","","","","","","","","","","","","","","","","","","","","211","","8513864","","","","","","","","","","","","","","","","","","","","","","","","","8514075","",""
"Timor-Leste","TLS","1985","","","","","","","1.46","","","0","","","0","","","","","79.5275047175932","83.3876938348539","74.9994005","0","","","","1.28176770597607","","","","","","332.353","4.25999342384266","","","","89.94061","1.38533214306641","1.24597618","","","","","","","","","","0","",""
"Tonga","TON","2019","","","0.972955032913764","5231184.23115215","8.50106273039308","45706763.2098975","2.93","15753420.5372","0","0","","0","0","0","0","","","","","","","","","0","","","0.0324255256753342","","","","","","0","0","","","","","0","0.017074204","98.69465425","92.9975705","","","","","","","0.0324255256753342",""
"Turkey","TUR","1978","19.1319444399244","12379711012.9662","0.622988247177874","403117126.372279","14.6988915908248","9511214642.96126","3.5","2264745681.31","0.190099413878516","123007664.743123","31.16069417","0.0167704746049322","10851674.2671541","0","0","16.4618025755857","10651941797.0387","69.0352321437981","84.6490817809664","19480.45487","1090","","244131","0.191655139818652","12.9211033276269","","0.372274928647482","","","","37836.2","4888.85449724756","0.0499100952417959","0.0028010259783784","","23013.191","4.57610043496358","1053.10673345","0.181124003306647","","","","","","","","","245221","0.797765192992956",""
"Turkey","TUR","1961","","","","","","","","","","","","","","","","","","","","","80","","81200","","","","","","","","","","","","","","","","","","","","","","","","","81280","",""
"Tuvalu","TUV","1983","","","","","","","","","","0","","","0","","","","","25.8533218906109","96.6143290049044","0.450688261","","","784","","0","","","","","","2.17472","0","","","","0.4664818","0","0","","","","","","","","","","784","",""
"Uganda","UGA","2010","1.57309427787674","412638865.716733","0.426655825665623","111916226.783131","11.3271008090234","2971215454.42476","2.1","550851675.066","0","0","19.00656163","0.0006491805087616","170286.747938833","7.77906153686979","2040528132.39344","7.67946082092091","2014401836.57524","","","10340","95000","","413805","0","","","8.13437800711238","","","69.4068364063954","26080","10760","0.0028572805463853","0","83.0105684975836","13020","","2370","0","9.311434395","40.2051887","18.36186364","","","","","","508805","8.13723528765877",""
"Upper middle income","UMC","1991","4.92313984114158","","3.79615034683158","","15.8801707568855","","3.35604871182218","","1.67482524169428","","23.124898536271","0.181287198564572","","0.0253738629757216","","7.24472777938555","","42.7741958984446","84.2699413871299","680050","10527427","","30137989.6621094","0.435300420755802","41.5623064874513","","0.656232934002146","","","-1.8185352566605","2745300","1141010","0.377986037791025","0.513372697249968","-2.70050691980323","806990","8.13640813392979","65660","2.28673532902941","","","","","","","","","40665415.6601563","4.26962741882835",""
"Uzbekistan","UZB","2009","","","8.54913957702341","2956824536.22628","8.52892877264797","2949834382.21888","9.3747642","3242376915.02833","11.9662654734744","4138679341.96084","","3.35837948898558","1161536641.84871","0","0","","","","","9660","5162","","4100","0.14246827829075","","","0.0020417040829176","","","39.8453814773445","105500","85750","5.13320006180087","16.0983459846627","2.57138739058367","12200","","70","2.93603964570246","0.049528004","95.76745912","97.96588246","","","","","","9262","24.3120956745397",""
"Kosovo","XKX","1985","","","","","","","","","","0","","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","",""
"Yemen, Rep.","YEM","1968","","","","","","","","","","","","","","","","","","","","","0","","27000","","","","","","","","","","","","","","","","","","","","","","","","","27000","",""
"Zimbabwe","ZWE","1961","","","","","","","","","","","","","","","","","","","","","","","1300","","","","","","","","","","","","","","","","","","","","","","","","","1300","",""
"United Arab Emirates","ARE","1977","","","","184921128.99903","","1915807907.42561","","","","4669894792.90641","","","0","","0","","","0.422948810996302","16.4222178415388","57.14113982407","0","","64600","0","99.1369404566079","","0.0000767063980378","","","","25239.9","25022.0646343074","0","0.162889141190898","","347.9502","52.3199259813617","182.047287092","34.9762260572309","","","","","","","","","64600","35.1391919048199",""
"Burundi","BDI","1969","","","","","","","","","","","","","","","","","","","","0","","","15600","","","","","","","","","0","","","","","","0","","","","","","","","","","15600","",""
"Bosnia and Herzegovina","BIH","2012","","","3.9890824896776","692573065.557234","16.8535194927084","2926059736.96901","","","0.115755381631283","20097117.4997197","5.415157473","0.155762687844364","27043071.3074888","0","0","-11.4393072936245","-1986059736.96901","","","1280","3638.30004882813","","305","0.872457462926535","","","0.571704328240919","","","-31.5784680081491","3780","870","0.816582821758398","0","-10.7965922765158","1300","","20","0","0","96.45003046","95.25390719","","","","","","3943.30004882813","2.26074461292585",""
"Bolivia","BOL","2012","13.6922729549609","3485398140.42749","2.29605055016624","584464708.248273","8.73370520339567","2223183833.3261","6.05824734297434","1542140161.30917","6.15236526097974","1566098083.96204","27.33862131","2.52247468691726","642101469.345267","0","0","18.6049161100498","4735922240.6739","","","8120","1060","","65907","0","","","0.494371530462376","","","3.54573696620148","23200","2780","3.22889878400323","3.97905665219049","-33.3704771909719","8480","","170","3.68578548097543","18.64497617","88.59412659","51.50589073","","","","","","66967","11.3881124476315",""
"Barbados","BRB","2014","-2.44541057424106","-110020455.968407","0.93803132959362","42202579.6737918","10.4386965763728","469643081.266554","6.18164183624133","278115691.745434","0.399314191503056","17965379.6734958","3.148989688","0","0","0","0","-7.28970688938571","-327968188.366554","","","30","20.5","","2207","0","","","0.01391137961733","","","","2320","50","0","0.0036855414080194","","50","","10","0.433147947355734","0.829545455","98.46444332","95.85529392","","","","","","2227.5","0.450744868381083",""
"Central African Republic","CAF","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.14773074","37.20240205","14.11863478","","","","","","","",""
"Channel Islands","CHI","2016","","","","","","","","","","","","","0","","","","","","","","1498.65","","2985","","","","","","","","","","","","","","","","","0","94.15","98.5","","","","","","4483.65","",""
"Dominica","DMA","1975","","","","119382.434313436","","","5.4","","","","","","0","","0","","","37.5656083741703","88.9429019812103","14.292652951","","","1001","","5.06353982614312","","","","","","20.9309","1.05984445747019","","","","16.06947","3.3813073673245","0.543358173","","","","","","","","","","1001","",""
"Dominican Republic","DOM","2006","18.9641731669513","6832321123.53465","1.34403297625924","484221738.199799","4.44240787624364","1600489349.31212","1.79630116926847","647162748.145059","0","0","24.2039303","1.24961744645573","450206165.098495","0","0","19.7615224203978","7119586278.68788","65.578231292517","86.2815884476534","2390","980","","12956","0","6.39455782312925","","0.0347563601496727","","","12.3229641080656","7350","470","1.5714779510577","0","13.1200987384072","2770","9.02527075812274","250","0","4.095904667","92.98945037","80.44718737","","","","","","13936","1.60623431120737",""
"Dominican Republic","DOM","2008","17.1915068650435","7972446438.7972","1.19639204711659","554818817.821868","4.17941538439281","1938175958.57804","1.82030116926847","844152504.396305","0","0","20.87039467","0.123381543089008","57217366.1992006","0","0","16.6909792859807","7740330118.42196","68","86.6438356164384","2530","1080","","15382","0","6.06060606060606","","0.0303136988067469","","","12.1174009082095","8250","500","0.203833346822553","0","13.5957430705549","2920","8.56164383561644","250","0","3.765100776","93.79774639","81.47220436","","","","","","16462","0.2341470456293",""
"Early-demographic dividend","EAR","1970","","","0.955146540567022","","8.18715663852482","","2.95324268829999","","0.749997316104976","","","0.199768389424563","","0.163378173560458","","","","65.873494571325","70.3518851097843","295030.105466893","420188","","20553998","","19.9498397932695","","0.558879328757871","","","","1399068.96591","279112.017296398","0.437755622537526","0.0129167266034577","","419363.4683797","6.23259576119905","26137.2297542505","2.28775026385394","","","","","","","","","20974186","3.29730194175279",""
"Early-demographic dividend","EAR","1961","","","","","","","","","","","","","","","","","","","","","264503","","10188578","","","","","","","","","","","","","","","","","","","","","","","","","10453081","",""
"Ecuador","ECU","1978","13.8064875077454","1608949135.93367","0.466794455466772","54398233.8274345","5.1068831142031","595134364.863021","2.1","244725038.397","4.05900258977077","473018840.302464","21.34015426","0.0009865941361999","114973.470411316","0","0","16.2332711471192","1891756145.13698","65.5960302459562","84.2222296629891","2183.314252","4113","","610399","0","22.015576892192","","0.581923605500554","","","","7052.69","1552.69038991794","0.0017048086815585","0","","2592.3254","6.66374376071769","172.7459221","4.99018423591861","","","","","","","","","614512","5.57381265010073",""
"Eritrea","ERI","1996","5.90025766815694","40466088.3842587","2.00891700653957","13777875.0887441","11.463121513705","78618208.6312144","1.6","10973375.2416","0","0","19.12397084","0.0388395490878221","266375.591472009","1.31283510463065","9003895.14591081","7.66084932841498","52540858.9687856","76.4084507042253","34.6820809248555","1200","","","3252","0","11.2676056338028","","7.65807059739752","","","8.06210910144647","2840","320","0.0507415496158581","0","2.38050118664104","3460","64.4508670520231","2230","0","","","","","","","","","3252","7.70881214701338",""
"Eritrea","ERI","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Estonia","EST","1996","","","","292137656.542692","","750807334.05874","5.3","","","2835247.64860676","","","0","","0","","","63.4146341463415","88.7931034482759","1030","272","","108720","0","12.1951219512195","","1.72942606203967","","","-34.4860677026016","1640","200","0","0","-47.6869318889304","1160","7.75862068965517","90","0.0721819014729436","","","","","","","","","108992","1.80160796351262",""
"Ethiopia","ETH","1989","","","0.283459885964768","32303787.9426026","3.14624709858872","358554081.6187","2","227924934.3","0","0","","0.0029617546329281","337528.865061424","8.07017115910938","919696615.61488","","","80.6725046758007","91.7075055511538","20344.5095","33","","4236","0","8.4251835472372","","10.2127816449183","","","","37158.8","3130.69710395078","0.0162933347652146","0","","22184.127","2.8592207577517","634.29316411","0","","","","","","","","","4269","10.2290749796835",""
"Fragile and conflict affected situations","FCS","1996","13.6953615638914","","2.1127932413244","","8.18842064984739","","4.80384319643933","","8.00393758057095","","28.653805623591","0.169921508482892","","1.28721427591328","","20.4653849737436","","47.5453415758262","68.0174216027875","195210","120792","","2574694.49453125","0.0312524501822827","38.1168105956931","","3.83677662291231","","","-12.6373553774796","635730","242320","0.335731462753564","0.259262661267205","-14.3386844801567","287000","9.37979094076655","26920","16.3844334399075","","","","","","","","","2695486.49453125","20.8474566370229",""
