"Country Name","Country Code","Year","average_value_Contributing family workers, female (% of female employment) (modeled ILO estimate)","average_value_Contributing family workers, male (% of male employment) (modeled ILO estimate)","average_value_Contributing family workers, total (% of total employment) (modeled ILO estimate)","average_value_Employment in industry (% of total employment) (modeled ILO estimate)","average_value_Employment in industry, female (% of female employment) (modeled ILO estimate)","average_value_Employment in industry, male (% of male employment) (modeled ILO estimate)","average_value_Employment in services (% of total employment) (modeled ILO estimate)","average_value_Employment in services, female (% of female employment) (modeled ILO estimate)","average_value_Employment in services, male (% of male employment) (modeled ILO estimate)","average_value_Employment to population ratio, 15+, female (%) (national estimate)","average_value_Employment to population ratio, 15+, male (%) (national estimate)","average_value_Employment to population ratio, 15+, total (%) (national estimate)","average_value_GDP per person employed (constant 2017 PPP $)","average_value_Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, female (%) (national estimate)","average_value_Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, male (%) (national estimate)","average_value_Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, total (%) (national estimate)","average_value_Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, female (% of female population ages 15+) (national estimate)","average_value_Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","average_value_Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, male (% of male population ages 15+) (national estimate)","average_value_Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","average_value_Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, total (% of total population ages 15+) (national estimate)","average_value_Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","average_value_Labor force, female (% of total labor force)","average_value_Labor force, total","average_value_Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","average_value_Ratio of female to male labor force participation rate (%) (national estimate)","average_value_Share of youth not in education, employment or training, female (% of female youth population)","average_value_Share of youth not in education, employment or training, male (% of male youth population)","average_value_Share of youth not in education, employment or training, total (% of youth population)","average_value_Unemployment, female (% of female labor force) (modeled ILO estimate)","average_value_Unemployment, female (% of female labor force) (national estimate)","average_value_Unemployment, male (% of male labor force) (modeled ILO estimate)","average_value_Unemployment, male (% of male labor force) (national estimate)","average_value_Unemployment, total (% of total labor force) (modeled ILO estimate)","average_value_Unemployment, total (% of total labor force) (national estimate)","average_value_Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","average_value_Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","average_value_Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","average_value_Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","average_value_Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","average_value_Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
"Saudi Arabia","SAU","2019","0.0199999995529652","0.0299999993294477","0.0299999993294477","24.7999992370605","2.10999989509583","28.1800003051758","72.7900009155273","97.5599975585938","69.0999984741211","","","","119169.697202957","8.25","","29.05","","19.06","","22.09","","23.31","78.39","","80.71","55.88","","57.95","15.8062593326867","14387604","28.1796147467789","","","","","22.97","","2.97","","6.13","","64.35","","20.53","","29.63","","98.6699981689453","94.8899993896484","95.379997253418"
"Singapore","SGP","1984","","","","","","","","","","48.14","85.41","66.66","","","59.85","","64.83","","62.38","","45.85","","","81.19","","","63.41","","","","","56.4724719793078","","","","","2.8","","2.62","","2.69","","4.76","","4.45","","4.6","","",""
"Solomon Islands","SLB","2006","71.4899978637695","56.0900001525879","63.5800018310547","6.53999996185303","2.86999988555908","10","45.2299995422363","47.6500015258789","42.9300003051758","","","","4461.03158847015","73.65","","72.02","","72.82","","82.85","","84.47","86.19","","87.23","84.54","","85.86","48.5230056604878","239202","96.1248404687319","","","","","1.76","","2.15","","1.96","","3.46","","3.18","","3.32","","17.2399997711182","28.5","23.0200004577637"
"Serbia","SRB","1997","21.4699993133545","4.73999977111816","11.75","27.0100002288818","19.7099990844727","32.2700004577637","44.4500007629395","51.4799995422363","39.3899993896484","","","","22600.9460180903","36","","50.77","","43.51","","48.53","","56.86","67.53","","74.72","57.77","","65.78","43.1199487117768","3456544","71.8643565822597","","","","","16.01","16.1","12.13","12.2","13.8","13.8","31.62","","30.5","","30.96","","64.1800003051758","59.7700004577637","61.6199989318848"
"South Sudan","SSD","2009","79.2600021362305","32.4000015258789","54.8400001525879","17.6900005340576","8.19999980926514","26.3999996185303","19.2299995422363","14.2600002288818","23.7800006866455","","","","","65.82","","62.66","","64.23","","70.63","","72.74","76.35","","77.19","73.46","","74.95","48.5404335592448","3774340","92.5081859855927","","","","","13.62","","11.48","","12.52","","17.61","","20.51","","19.03","","2.84999990463257","12.7600002288818","8.01000022888184"
"Sao Tome and Principe","STP","1996","24.4699993133545","20.2000007629395","21.6200008392334","19.0200004577637","4.73999977111816","26.1800003051758","48.2799987792969","73.8099975585938","35.5","","","","","23.79","","54.29","","39.19","","37.26","","39.39","73.9","","76.29","55.09","","57.45","34.7369748959253","39635","50.4194857916103","","","","","17.86","","12.55","","14.4","","27.25","","18.48","","21.11","","19.6299991607666","21.0300006866455","20.5599994659424"
"Suriname","SUR","1993","3.51999998092651","0.46000000834465","1.37999999523163","19.3299999237061","6.46999979019165","24.8600006103516","76.0500030517578","91.370002746582","69.4700012207031","30.97","59.78","44.88","46219.1460701879","19.8","19.32","40.32","47.29","30.37","33.27","32.79","31.69","35.49","65.88","68.19","70.56","49.47","49.32","53.31","32.8702603435238","138855","49.7723132969035","46.4730898958792","","","","23.21","23.2","11.93","11.93","15.64","15.64","49.92","50.23","31.45","29.74","37.28","35.71","84.9000015258789","79.3099975585938","80.9899978637695"
"Eswatini","SWZ","2020","","","","","","","","","","","","","34435.5554213042","","","","","","","","","","","","","50.86","","","","369124","","","","","","","","","","23.4","","","","","","","","","",""
"Europe & Central Asia (IDA & IBRD countries)","TEC","2012","7.62824613692072","3.39698747305562","5.29081863662594","26.3336956497134","16.0204673403452","34.6759168234059","56.568153594803","67.1858400214922","47.9755284662159","48.3654110208687","64.7459786236877","57.0563152483943","46430.8818121876","31.3633080558346","29.8214695386945","45.3924179309837","44.0129979836815","38.5141619509327","36.9829670705681","48.6786955383671","52.985171053012","57.6772993855392","68.3401306832626","70.3182909568961","75.4586637496818","57.9107177635932","61.6582094074068","66.3421933533783","44.5844735460574","206807169","72.0990851830617","75.9056653548137","23.8852368869518","14.836636555681","18.6723957561897","7.28807012324686","7.30982191944183","7.75747138259222","7.49765033153295","7.54874229036643","7.42558316159975","17.9851323312195","19.8259444311282","16.6068865614828","17.6687317354036","17.1162017370945","18.5022151607742","79.0358175697725","77.2804776105523","78.0624872178784"
"Thailand","THA","2019","22.1700000762939","11.4700002670288","16.3500003814697","22.8400001525879","19.7600002288818","25.4300003051758","45.7299995422363","51.9700012207031","40.5","58.57","74.97","66.48","33483.1380868401","33.22","33.37","47.08","47.29","40.3","40.41","58.79","59.01","66.81","75.3","75.5","81.84","66.74","66.96","74.17","45.682567948028","38650533","78.074369189907","78.158940397351","18.6100006103516","11.2399997711182","14.8800001144409","0.73","0.73","0.7","0.7","0.72","0.72","5.46","5.33","3.38","3.36","4.22","4.16","49.7400016784668","49.689998626709","49.7200012207031"
"Turkmenistan","TKM","2019","4.1100001335144","1.76999998092651","2.75","39.8300018310547","36.3499984741211","42.3199996948242","39.4900016784668","44.9700012207031","35.5800018310547","","","","40288.7571911984","28.77","","51.29","","40.15","","44.39","","47.49","72.12","","75.41","57.86","","61.2","39.4407114856952","2380596","61.5501941209096","","","","","2.04","","4.86","","3.74","","5.53","","9.42","","8.04","","64.6699981689453","70.4800033569336","68.0599975585938"
"Upper middle income","UMC","1997","29.5737371106857","13.7228623475621","20.6017543592653","24.0180630415294","22.9468400961858","24.8357534913115","34.9837859935287","39.8454442194719","31.2529101182927","","","","13508.220052515","58.1892012515705","","67.9315702927463","","63.151028588952","","61.8569908451513","","67.5795980847275","81.0286309698028","","85.4145389129377","71.4169408515591","","76.5769625074277","43.4268503183319","1094880639","78.1221625401119","","","","","5.40768524994537","","5.266270879375","","5.32563400655536","4.73647191775878","12.4851593490038","","11.2649709712659","","11.6169167573566","","47.51318546217","45.0797982847028","46.1389543892404"
"Samoa","WSM","2016","4.88000011444092","3.4300000667572","3.92000007629395","24.6900005340576","37.8300018310547","17.9799995422363","43.560001373291","54.8699989318848","37.7799987792969","","","","26071.9684224891","25.01","","37.29","","31.48","","31.46","","33.76","55.83","","58.33","44.05","","46.61","34.5190314051473","52571","56.3496328138993","","","","","10.35","","7.64","","8.58","","23.37","","15.18","","18.25","","72.1999969482422","63.4700012207031","66.4199981689453"
"Zambia","ZMB","2001","60.0699996948242","23.9200000762939","41.2700004577637","6.90000009536743","3.05999994277954","10.460000038147","21.8700008392334","18.5699996948242","24.9200000762939","","","","5567.86443971271","65.26","","70.36","","67.81","","73.6","","73.75","85.34","","85.49","79.36","","79.56","47.2401645063882","4534292","86.2432622451371","","","","","12.09","","14.77","","13.5","","21.61","","23.49","","22.59","","9.22999954223633","25.6499996185303","17.7700004577637"
"Africa Eastern and Southern","AFE","2014","34.3127348743546","14.3249813764338","23.639515227115","9.39956186268252","5.07108554752655","13.174520336954","29.3561431097272","30.1966753068435","28.617942412809","","","","9241.32332908786","51.9062054704833","","56.7404235905279","","54.3218357681043","","65.3766031095202","","67.1080341777793","77.3804431659346","","78.3606612183369","71.2526536465671","","72.6553354784877","46.8414096398164","235595590","85.6959422701346","","","","","6.90115385969739","","5.98439953342426","","6.41446216201834","","14.2845563767228","","12.3855843486843","","13.0691211986172","","20.1670699735512","32.1099559600925","26.5448187859194"
"Albania","ALB","1985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","","",""
"Arab World","ARB","2018","14.6353026866427","3.55859878561688","5.68999687968959","24.8796187408698","10.7214697065178","28.1570609436696","55.9489584617378","65.3050225054339","53.762299356807","","","","50708.678906056","11.6325882028435","","41.4099885499204","","26.9591356933251","","20.3217471743989","","21.696384408034","72.9470706048183","","76.1733258280398","47.7567534217833","","50.3104898790613","20.3684606744103","134781005","30.5388821481749","","","","","19.9034326788188","","7.78851339967189","","10.2565794280878","","45.2939826620901","","21.813336251021","","26.4995145530827","","66.5506508673772","69.5227611006156","68.9326687161475"
"Argentina","ARG","2003","2.44000005722046","1.12000000476837","1.6599999666214","21.7900009155273","11.2299995422363","29.0599994659424","76.8099975585938","87.7900009155273","69.25","41.2","64.3","51.9","44299.3578712393","38.36","","53.8","","46.1","","49.36","48.97","56.68","75.25","73.3","81.72","61.71","60.25","68.92","41.8348213318156","16979408","65.5946843853821","66.8076398362892","","","","17.55","17.48","13.79","13.73","15.36","15.36","37.96","","29.36","","32.93","","78.7699966430664","70.1999969482422","73.6900024414063"
"Australia","AUS","1976","","","","","","","","","","","","","","","57.34","","71.82","","64.68","","43.82","","","79.34","","","61.42","","","","","55.2306528863121","","","","","","","","","","","","","","","","","",""
"Bulgaria","BGR","2003","2.71000003814697","1.42999994754791","2.02999997138977","32.1300010681152","27.9799995422363","35.75","56.7299995422363","63.6800003051758","50.6699981689453","38.87","47.62","43.07","33359.3521657859","26.89","25.69","33.8","32.73","30.45","29.23","44.95","44.78","57.29","55.99","55.5","66.37","50.27","49.92","61.81","46.2932560932685","3349557","80.2821932487944","80.6846846846847","29.0699996948242","27.5200004577637","28.2900009155273","13.19","13.19","14.2","14.2","13.73","13.73","23.97","24.06","29.21","29.42","26.96","27.07","87.6500015258789","81.0699996948242","84.129997253418"
"Bulgaria","BGR","2015","0.910000026226044","0.419999986886978","0.649999976158142","29.8999996185303","22.7399997711182","36.2099990844727","63.25","72.9300003051758","54.7000007629395","44.47","54.14","49.12","46499.3532437889","21.41","21.17","30.84","30.49","26.27","25.96","48.64","48.56","65.45","60.14","60.01","73.27","54.18","54.07","69.4","46.5281312567019","3333925","80.8779514466245","80.919846692218","19.9799995422363","18.6200008392334","19.2800006866455","8.42","8.42","9.78","9.78","9.14","9.14","22.25","22.26","21.24","21.24","21.64","21.65","91.1800003051758","85.1399993896484","87.9700012207031"
"Bhutan","BTN","2007","50.4900016784668","38.6100006103516","43.7000007629395","7.25","5.92999982833862","8.23999977111816","30.5200004577637","23.2900009155273","35.939998626709","","","","14936.0171145214","53.18","","47.77","","50.37","","65.69","","68.25","74.71","","76.7","70.51","","72.76","43.3717352736419","311703","87.9266497122206","","","","","4.77","","2.88","","3.7","3.7","12.21","","10.32","","11.28","","23.2800006866455","33.2999992370605","29.0100002288818"
"Botswana","BWA","2002","2.15000009536743","1.74000000953674","1.91999995708466","22.1200008392334","15.6099996566772","27.1200008392334","57.060001373291","70.3899993896484","46.810001373291","","","","40399.31538699","36.25","","43.89","","40","","50.98","","52.63","68.01","","68.78","59.04","","60.33","45.4988171981305","627324","74.9595647698868","","","","","24.45","","18.35","","21.13","","50.21","","37.04","","43.11","","73.120002746582","77.4899978637695","75.5899963378906"
"Canada","CAN","2001","0.319999992847443","0.129999995231628","0.219999998807907","23.0599994659424","11.3000001907349","33.0900001525879","74.7799987792969","87.3499984741211","64.0500030517578","55.66","66.83","61.15","75793.7807208872","63.18","63.24","66.02","66.03","64.63","64.66","58.95","59.75","70.72","72.01","72.27","81.92","65.37","65.91","76.35","45.8504944472694","16458479","81.8636300513817","82.6760758267608","13.7700004577637","12.9200000762939","13.3299999237061","6.86","6.86","7.53","7.53","7.22","7.22","11.09","11.1","14.5","14.5","12.87","12.87","88.8199996948242","81.2699966430664","84.75"
"Central Europe and the Baltics","CEB","2000","11.0322739452971","4.32376053085487","7.38366540591427","31.2336022276484","21.814944314088","39.1429912628014","47.4512577089223","56.9624863601929","39.4702410726873","44.1199332225004","57.2483474704576","50.3596352134998","39404.5144304451","34.7011884454494","35.1746361744011","42.5542785608297","42.6515526242173","38.7199862362025","38.9079752891281","50.428594974012","50.7008030715043","60.1696357616835","64.9191014818964","65.0284167024146","72.3833128270866","57.3544522270247","57.5123463310665","66.2252554474402","45.9215776944186","50811463","77.8112057299679","78.0957921149729","","","","12.9823989697183","12.9800276097487","11.9707203973136","11.9658706765391","12.4336520143821","12.4336520143821","26.7005575305459","26.2777721036729","27.1537968331091","27.0842260333026","26.9836981709427","26.7501257704339","74.7578638786989","71.7693084263495","73.134185736071"
"Chile","CHL","1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.69","","","","","","","","",""
"Congo, Dem. Rep.","COD","2009","41.5099983215332","9.56999969482422","25.3799991607666","8.59000015258789","3.38000011444092","13.6999998092651","21.3099994659424","18.8099994659424","23.7700004577637","","","","2389.16424522068","43.68","","35.92","","39.79","","65.28","","66.18","69.57","","69.64","67.39","","67.9","49.1266748891021","22679412","93.8335489435102","","","","","2.95","","4.43","","3.7","","5.08","","8.38","","6.58","","5.46000003814697","20.8400001525879","13.2299995422363"
"Dominican Republic","DOM","2002","1.78999996185303","1.08000004291534","1.32000005245209","21.5499992370605","15.5","24.6399993896484","63.2299995422363","82.75","53.2900009155273","36.09","71.91","53.67","26793.4782000424","31.12","31.2","55.99","55.9","43.61","43.92","41.12","40.16","43.92","76.79","75.63","79.6","58.9","57.57","61.72","35.0162544077747","3384928","53.5486391457221","53.1006214465159","28.5","12.4899997711182","20.2600002288818","10.19","10.15","4.94","4.92","6.78","6.78","19.62","19.88","9.22","9.18","12.92","12.86","67.620002746582","48.1199989318848","54.7000007629395"
"Algeria","DZA","1980","","","","","","","","","","","","16.98","","","","","","","","","","","","","","","20.03","","","","","","","","","","","","","","","","","","","","","","",""
"Europe & Central Asia","ECS","2015","3.83500000515955","1.75567622959864","2.69674522124473","24.5927058240415","13.2196920545997","33.99201966149","66.3495786360762","78.6300287069652","56.201758429968","48.6190945473567","61.8331382241828","55.2356067287965","74986.2613024538","36.0626822385287","36.3101958878546","45.8062769179674","45.1830547837377","41.0493399000795","40.8237089188448","50.2984109723594","53.2031733390786","62.9677062723703","66.6500648699284","67.6690053753914","77.7755883487746","58.1075829641532","60.394583055721","70.2850254972554","45.2173708118423","432098585","76.1225783318099","78.9780676909344","16.4834360094471","12.3222993981323","14.2121466764669","8.53433735604007","8.60195964495793","8.55777876903075","8.59729897559827","8.54615266255999","8.52012542090331","20.4284851920043","21.90977220123","19.6496594731185","20.985026043244","19.8867343108325","21.2778849349554","85.1310028543139","79.6384261324581","82.1226019169802"
"European Union","EUU","2019","1.38162890823576","0.679566422129505","1.00091844629848","24.9974336599018","12.9757707750665","35.12605127099","70.6303862794082","83.8272253800697","59.5166944320038","47.8453645495901","59.9876112152391","53.7256738690624","97794.7515808995","36.663488118403","36.3923177902286","42.5198658045302","42.2328076696109","39.67112101115","39.3889259423497","50.8630350668462","51.4639738115639","67.9362302664274","63.9045863970298","64.0920919392438","79.0146158674611","57.1787471135326","57.5783311083811","73.494314248607","45.8766111358577","217001640","79.8771569336144","80.5680518723152","10.3256228885855","9.64999972816777","9.97950694171009","7.03731069246844","7.03014633903696","6.41533022235562","6.4060371522495","6.69803120009586","6.69394262414817","16.9067045170431","16.9093644432276","16.819074660979","16.809277267808","16.8257082064061","16.8152763206147","88.6593298814922","81.5961545015317","84.8227168032001"
"Guatemala","GTM","1978","","","","","","","","","","","","","","","14.31","","69.49","","42.22","","13.75","","","84.36","","","49.4","","","","","16.2991939307729","","","","","","","","","","","","","","","","","",""
