"Country Name","Country Code","Year","average_value_Access to electricity, rural (% of rural population)","average_value_Agricultural irrigated land (% of total agricultural land)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agricultural machinery, tractors","average_value_Agricultural machinery, tractors per 100 sq. km of arable land","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural methane emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Agricultural raw materials imports (% of merchandise imports)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Agriculture, forestry, and fishing, value added (current US$)","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Arable land (% of land area)","average_value_Arable land (hectares per person)","average_value_Arable land (hectares)","average_value_Average precipitation in depth (mm per year)","average_value_Cereal production (metric tons)","average_value_Cereal yield (kg per hectare)","average_value_Crop production index (2014-2016 = 100)","average_value_Employment in agriculture (% of total employment) (modeled ILO estimate)","average_value_Employment in agriculture, female (% of female employment) (modeled ILO estimate)","average_value_Employment in agriculture, male (% of male employment) (modeled ILO estimate)","average_value_Fertilizer consumption (% of fertilizer production)","average_value_Fertilizer consumption (kilograms per hectare of arable land)","average_value_Food production index (2014-2016 = 100)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area (sq. km)","average_value_Land under cereal production (hectares)","average_value_Livestock production index (2014-2016 = 100)","average_value_Permanent cropland (% of land area)","average_value_Rural land area (sq. km)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population","average_value_Rural population (% of total population)","average_value_Rural population growth (annual %)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Surface area (sq. km)"
"Central Europe and the Baltics","CEB","1971","","","64.1685769705519","473070","","","34.7357853513815","66922.349625189","51.8710213910181","55607.0725292","","","","","","46.1511332962576","","","","51295448","2567.78406457966","","","","","","","","","","1105916","19976693","","","","","","48396177","48.57334382658","-0.814805158144125","","1134899"
"Channel Islands","CHI","1964","","","45.4545454545455","90","","","","","","","","","","","","20.2020202020202","0.0351564903275706","4000","","","","","","","","","","","","","198","","","","","","","70945","62.354","1.47105326429658","","198"
"China","CHN","1969","","","39.3570087111526","3709280","180772","17.976173902667","","0","","0","","","37.5191112017124","29904947599.3176","","10.6700478529821","0.126330203197136","100562000","","176486754","1915.9","20.83","","","","174.748490945674","34.5458523100177","16.52","","","9424700","92117127","7.81","0.251042473500483","","","","656497738","82.472","2.8953269253974","","9600000"
"Cote d'Ivoire","CIV","1978","","","54.1194968553459","172100","3200","16.7539267015707","19.4312931349595","1443.45555365978","21.2326588456676","1119.323138","15.3102069315627","0.327387375499065","25.8806372127665","2044706186.72058","","6.0062893081761","0.259854435259444","1910000","","846450","753.3","31.34","","","","585.714285714286","21.4659685863874","29.91","","","318000","1123650","42.02","7.23270440251572","","","","4674771","63.6","2.30132032868022","","322460"
"Congo, Rep.","COG","2007","8.3506706732269","","30.8931185944363","105500","","","50.763358778626","1330","95.4022988505747","1660","2.89507370348526","0.42520044934947","4.91981108062473","431521649.319335","4.362050164","1.43484626647145","0.126414977027303","490000","1646","21323","764.1","83.63","39.25","40.0900001525879","38.4700012207031","","0.359183673469388","79.15","64.7467057101025","221110","341500","27906","68.73","0.175695461200586","","","","1477074","38.107","2.25837384532103","","342000"
"Colombia","COL","2011","85.5032362424115","0.944368543419381","37.603424966201","417210","","","","43100","","19050","2.37592493922848","1.22194658831333","6.09169610822214","20403762811.1947","","1.42947273546643","0.0347329082063328","1586000","","3803230","3344.9","78.05","17.8099994659424","7.05999994277954","25.2999992370605","271.654252666463","745.296973518285","85.23","54.6851410545291","606731.64","1109500","1137036","89.16","1.64308246958089","","","","9892834","21.665","-0.729579286435454","","1141750"
"Czech Republic","CZE","1978","","","","","","","40.5058348214676","7911.27561065048","43.1283550114767","4980.179946","","","","","","","","","","","","","","","","","","","","","77270","","","","","","","2750823","26.858","-3.29315533508599","","78870"
"Germany","DEU","1977","","","53.5874889009824","187090","1590106","1317.29434181095","33.0387266541112","40785.9776672338","42.8664063524659","35461.52186","1.26016517513308","4.56866237907422","","","","34.5745137914244","0.154439978580297","12071000","700","30306879","3885.2","84.61","","","","56.4766390933514","418.408334023693","90.89","","","349130","7800601","95.19","1.40062440924584","","","","21357951","27.326","-0.434750813460897","","356970"
"East Asia & Pacific","EAS","1962","","","44.0525143113177","10765861.815","463552","24.8683035342431","","","","","","","","44790412962.7679","","7.62753848105358","0.176212882497311","","","220489924","1523.20947788501","0.0367147335821424","","","","","","0.0333948944405143","","","24438720","144755755","0.0206691083691442","0.773679894464268","","","","807191039","76.2854077082149","0.691029298816417","","24859960"
"Ecuador","ECU","1973","","","18.1874006646438","50350","4200","24.1379310344828","63.6091779945461","4183.84915616667","86.2205125545488","1803.776664","2.09731270402628","3.35912938175142","25.3754990501017","987552393.115164","","6.28521889900303","0.263044911139196","1740000","","608163","1229.2","43.9","","","","1497.42857142857","30.1206896551724","34.26","","","276840","494759","23.6","3.05230458026297","","","","3909900","59.108","1.9343667185242","","283560"
"Ecuador","ECU","2010","93.6767029787683","12.5638529148939","30.1888387824126","74977","","","","10580","","4850","4.21398497446084","1.02993953457522","9.73311807843671","6769906000","","4.77693670478338","0.0790347738349066","1186400","","2732020","3106.2","104.9","27.8799991607666","20.8799991607666","32.2099990844727","","252.07097100472","104.09","52.456877113867","130281.9","248360","879534","104.24","5.6023514253503","244458.2344","1.277587782","3262.497803","5600647","37.31","1.06813296134971","1.377650723","256370"
"France","FRA","1974","","","59.2476523378004","324420","1337200","773.932168075009","50.5664386589803","41004.8307729537","38.3856179313181","28933.7353","3.09649503522532","5.56582641102509","5.41202768344581","15454173486.0884","","31.5541870751654","0.322397451795022","17278000","","41069978","4179.3","84.95","","","","84.9430781580676","269.469846046996","90.54","","","547566","9827100","94.24","2.93845856024662","","","","14657476","27.35","-0.71028182495977","","549086"
"Gabon","GAB","2009","17.5199784667519","","8.19859122132961","21125.31","","","","170","","290","8.8810609679051","0.431191042037125","5.04416979273101","611035579.066174","","1.26130321729344","0.207148206574565","325000","","39782","1589.1","87.06","35.8699989318848","53.560001373291","25.7700004577637","","12.0215384615385","89.17","91.8014087786704","236544.69","257670","25035","90.3","0.659758605968875","","","","236045","15.045","-0.620831456007789","","267670"
"Gabon","GAB","2018","22.1094041392823","","8.58710754065277","22126.4","","","","180","","330","","","5.43757843993054","916899833.017221","","1.26130321729344","0.153354331080204","325000","","47835","1599.6","103.3","30.5900001525879","46.7999992370605","21.4599990844727","","45.0249846153846","103.01","91.4128924593472","235543.6","257670","29904","102.17","0.659758605968875","","","","225279","10.63","-1.0359904008401","","267670"
"Guinea","GIN","2014","8.07722468561701","","59.0102555754517","145000","","","","11900","","5440","1.90186095034608","0.40805888268027","17.5238163775906","1538323596.96893","","12.6159856747518","0.278002720839532","3100000","","3375489","1123","95.53","64.5500030517578","66.75","61.8800010681152","","1.02308709677419","96.28","26.1476477291226","64250","245720","3005661","97.3","2.84877095881491","","","","7266418","65.164","1.8966812293359","","245860"
"Guinea","GIN","1989","","","57.2073905258017","140570","3691","12.8293361140076","49.6480499567738","3427.56731928078","53.6412603627576","2380.926883","","","23.5700718812982","573231085.727305","","11.7084486407293","0.466479015740627","2877000","","1027770","1492.8","40.12","","","","","0.283628779979145","36.13","","","245720","688490","21.51","1.95344294318737","","","","4456559","72.259","2.65592791117934","","245860"
"Guinea-Bissau","GNB","1995","","","22.0801920341394","6208.95","19","0.678571428571429","79.1666666666667","760","92.9824561403509","530","","","51.7975865953754","131548736.490659","","9.95732574679943","0.257152041144327","280000","","200531","1402.2","49.96","68.1100006103516","75.3199996948242","61.6800003051758","","","54.05","77.9198079658606","21911.05","28120","143009","63.26","4.48079658605974","","","","714601","65.629","1.52784304307863","","36130"
"Grenada","GRD","1986","","","41.1764705882353","140","20","66.6666666666667","32.9264789119816","7.99728197757882","56.7238482056256","4.786190409","0.021401646516552","3.90305923692992","11.0874900379169","20798969.6296296","","8.82352941176471","0.0299452002834812","3000","","245","980","114.92","","","","","","108.75","","","340","250","76.74","29.4117647058824","","","","66895","66.773","0.154091303388333","","340"
"High income","HIC","1996","99.7174305524478","","38.3764925383191","13384567","16070421","479.820479586965","37.3298460765631","683670","62.0798607385151","520670","2.18094315532873","2.51263478618454","","536642099063.123","","10.3747934095429","0.345685412345753","","","726813219","4472.40911577371","0.132085934675833","5.36126373583415","4.51555165877851","5.97260082814622","73.8402610431148","139.726075318322","0.147010181681376","28.7411439764967","10014457.131","34877558.427","162509113","0.132141230098874","0.468553916199835","","","","253400990","24.184282131679","-0.303070007819571","","36547402.327"
"Hong Kong SAR, China","HKG","1965","","","12.7450980392157","130","2","1.66666666666667","","","","","0.96008664673624","9.42738573059941","","","","11.7647058823529","0.0033352789126991","12000","","20800","2436.2","213.89","","","","","","106.23","","","1020","8538","84.4","0.980392156862745","","","","488523","13.578","0.622374354359017","","1070"
"Croatia","HRV","1994","100","","41.3521731353962","23120","4006","36.286231884058","53.6723163841808","1900","58.1589958158996","1390","4.19722846221102","1.79451154792373","","","","19.7460203899124","0.237316058558597","1104000","","2600256","4136.9","76.15","21.25","23.1499996185303","19.8199996948242","53.4602344494427","174.81884057971","75.11","33.3392952960114","18640","55910","628545","73.16","2.09264890001789","","","","2230739","47.952","0.636068605904098","","56540"
"Croatia","HRV","1986","","","","","","","50.6563309108684","1859.94343642127","42.9633241984261","2347.36867","","","","","","","","","","","","","","","","","","","","","55910","","","","","","","2377862","50.363","-0.267445643457043","","56540"
"Haiti","HTI","1986","","","58.055152394775","16000","205","2.62820512820513","57.0658761157085","1907.38696305427","84.6220933280295","850.723421","","","","","","28.3018867924528","0.120397552719078","780000","","475915","991.2","70.6","","","","","","67.94","","","27560","480140","62.64","11.611030478955","","","","4907168","75.745","0.900835531713252","","27750"
"Haiti","HTI","2005","8.50110023779548","","60.5950653120465","16700","","","69.4835680751174","2960","88.5135135135135","1310","","","18.0543739089698","1272825107.73651","","32.656023222061","0.0978762059572026","900000","","405500","956.8","62.84","35.7200012207031","19.8500003814697","49.3400001525879","","","68.42","13.7705007256894","3795.15","27560","423800","95.21","10.1596516690856","","","","5274602","57.362","-0.0331154986117396","","27750"
"Hungary","HUN","1964","","","77.5186049094746","69790","59971","115.041243046231","","","","","1.8565705570532","11.9646869425001","","","","57.9029212484727","0.515126975884488","5213000","","6918522","2111.7","69.38","","","","178.322137508013","65.6391713025129","77.91","","","90030","3276286","99.59","4.72064867266467","","","","4290506","42.397","-0.674840750421518","","93030"
"India","IND","1990","","","61.0162821750376","1814130","988070","60.4475740093846","83.0125875196082","433940","94.9989252704736","132590","4.05073074109245","3.99042557560535","26.8964382499641","86331925636.2927","","54.9776502678941","0.187178696386395","163459000","","193919312","1891.2","53.77","","","","132.502493379837","73.523024122257","49.8","21.5048483278902","639380","2973190","102536512","40.51","2.23665490601004","2980489.25","1.378568753","44158.00391","650181520","74.453","1.75157916091329","1.604077919","3287260"
"Iraq","IRQ","2020","","","","","","","","","","","","","6.06997003985323","10150472955.7259","","","","","","","","","","","","","","","1.90036118379833","8250","434128","","","","","","","11707564","29.107","1.55936839656753","",""
"Iceland","ISL","1986","","","18.9526184538653","19000","13200","977.777777777778","75.2235519528706","260.080917463933","75.2838242841772","347.0591827883","0.864306224343941","1.84285565368975","","","","1.34663341645885","0.555144337527757","135000","","","","85.09","","","","214.939655172414","184.688888888889","89.35","","","100250","","91.11","","","","","24765","10.184","-1.65789477285992","","103000"
"Least developed countries: UN classification","LDC","2011","23.2657754491957","","37.4098464348145","7621719.14","","","","552620","","320320","","2.18234819623256","22.2255393884947","168411804959.426","","8.6543497605443","0.201800440087345","","","185675786","2026.49554827889","5.32796488783717","60.8933630590452","67.0753606223556","56.4795890942213","451.178447921521","24.0410841631101","9.24933592717441","28.0105981233424","5706757.236","20373564.359","91623799","18.3998335045907","0.766010195705805","","","","599728883","70.0232202539254","1.63111094054973","","20786418.46"
"Low income","LIC","2016","26.0027706003044","","38.9211524723223","5820113.2","","","","364460","","238100","","","26.4395030417574","119581415914.014","","9.25749622063212","0.22530531333294","","","93463164","1283.89214791781","","61.2622370734165","65.4178654764461","58.0651697284164","536.753946198105","12.0738249191723","","20.9773321342743","3136866.2","14953599.342","72796831","","0.755918263252248","","","","408706361","68.1983966552086","2.05994262462619","","15233954.266"
"Liechtenstein","LIE","1975","","","56.25","90","425","1062.5","","0","","0","","","","","","25","0.170677590032429","4000","","","","50.8","","","","","","44.78","","","160","","44.61","","","","","19142","81.676","1.95717480893785","","160"
"Latvia","LVA","1973","","","","","","","72.016990669365","2634.72720024059","77.907651088115","2134.551376","","","","","","","","","","","","","","","","","","","","","62196","","","","","","","898564","37.195","-0.982180069801399","","64559"
"Macao SAR, China","MAC","1974","","","","","","","0","0","0","0","0.0712034669725079","2.27545487284996","","","","","","","","","","41.54","","","","","","51.36","","","20","","54.6","","","","","5526","2.262","-8.11278949748234","","20"
"St. Martin (French part)","MAF","1980","","","","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","54.4","","","","","","","","","","","54.4"
